"country","team","scored_points","status"
"Scotland","Rangers",1.3,"out"
"Scotland","Celtic",1.2,"out"
"Scotland","Hearts FC",0.8,"out"
"Scotland","Dundee United",0.2,"out"
"Scotland","Motherwell",0,"out"
"Croatia","GNK Dinamo",2.875,"out"
"Croatia","NK Osijek",0.25,"out"
"Croatia","Hajduk Split",0.25,"out"
"Croatia","NK Rijeka",0,"out"
"Ireland","Shamrock Rovers",1.875,"out"
"Ireland","Sligo Rovers",1,"out"
"Ireland","St. Patrick's Athletic",0.5,"out"
"Ireland","Derry City",0,"out"
"Iceland","Vikingur Reykjavik",1.66666666666667,"out"
"Iceland","Breidablik",1,"out"
"Iceland","KR Reykjavik",0.333333333333333,"out"
"Kosovo","FC Ballkani",2.125,"out"
"Kosovo","FC Drita",0.375,"out"
"Kosovo","SC Gjilani",0.25,"out"
"Kosovo","KF Llapi",0.125,"out"
"Latvia","RFS Riga",1.375,"out"
"Latvia","Riga FC",1.125,"out"
"Latvia","FK Liepaja",0.25,"out"
"Latvia","Valmieras FK",0,"out"
"Malta","Hamrun Spartans",1.125,"out"
"Malta","Gzira United",0.75,"out"
"Malta","Hibernians FC",0.625,"out"
"Malta","Floriana",0.125,"out"
"Finland","HJK Helsinki",1.375,"out"
"Finland","KuPS Kuopio",0.75,"out"
"Finland","Inter Turku",0.25,"out"
"Finland","SJK Seinäjoki",0.25,"out"
"Armenia","Pyunik Yerevan",1.75,"out"
"Armenia","Alashkert FC",0.25,"out"
"Armenia","Ararat-Armenia",0.25,"out"
"Armenia","Ararat Yerevan",0.125,"out"
"Lithuania","Zalgiris Vilnius",2.125,"out"
"Lithuania","FK Panevezys",0.125,"out"
"Lithuania","Kauno Zalgiris",0.125,"out"
"Lithuania","Suduva Marijampole",0,"out"
"Faroe Islands","KI Klaksvik",0.875,"out"
"Faroe Islands","B36 Torshavn",0.625,"out"
"Faroe Islands","Víkingur",0.5,"out"
"Faroe Islands","HB Torshavn",0.25,"out"
"Slovenia","Mura Murska Sobota",0.75,"out"
"Slovenia","Olimpija Ljubljana",0.625,"out"
"Slovenia","NK Maribor",0.625,"out"
"Slovenia","NK Koper",0.125,"out"
"Greece","Olympiakos Piraeus",1.125,"out"
"Greece","Aris Thessaloniki",0.75,"out"
"Greece","PAOK Thessaloniki",0.125,"out"
"Greece","Panathinaikos",0.125,"out"
"Bosnia-Herzegovina","Zrinjski Mostar",1.25,"out"
"Bosnia-Herzegovina","Tuzla City",0.5,"out"
"Bosnia-Herzegovina","FK Borac Banja Luka",0.25,"out"
"Bosnia-Herzegovina","Velez Mostar",0,"out"
"North Macedonia","Shkendija Tetovo",1.125,"out"
"North Macedonia","FK Shkupi",0.375,"out"
"North Macedonia","Makedonija GjP",0.125,"out"
"North Macedonia","Akademija Pandev",0,"out"
"Northern Ireland","Linfield Belfast",0.75,"out"
"Northern Ireland","Crusaders Belfast",0.375,"out"
"Northern Ireland","Larne FC",0.125,"out"
"Northern Ireland","Cliftonville",0,"out"
"Wales","The New Saints",0.5,"out"
"Wales","Bala Town",0.333333333333333,"out"
"Wales","Newtown",0.333333333333333,"out"
"Estonia","Paide Linnameeskond",0.666666666666667,"out"
"Estonia","Flora Tallinn",0.333333333333333,"out"
"Estonia","Levadia Tallinn",0.166666666666667,"out"
"Georgia","Saburtalo Tbilisi",0.5,"out"
"Georgia","Dinamo Tbilisi",0.25,"out"
"Georgia","Dinamo Batumi",0.25,"out"
"Georgia","Dila Gori",0.125,"out"
"Luxembourg","F91 Dudelange",1,"out"
"Luxembourg","Differdange 03",0.125,"out"
"Luxembourg","CS Fola Esch",0,"out"
"Luxembourg","Racing Union Luxembourg",0,"out"
"Kazakhstan","Tobol Kustanai",0.75,"out"
"Kazakhstan","FK Kyzylzhar",0.375,"out"
"Kazakhstan","Kairat Almaty",0,"out"
"Kazakhstan","FK Astana",0,"out"
"Montenegro","Buducnost Podgorica",0.625,"out"
"Montenegro","Iskra Danilovgrad",0.125,"out"
"Montenegro","Decic Tuzi",0.125,"out"
"Montenegro","Sutjeska Niksic",0.125,"out"
"Albania","KF Laçi",0.5,"out"
"Albania","Partizani Tirana",0.25,"out"
"Albania","Vllaznia Shkodër",0.125,"out"
"Albania","KF Tirana",0,"out"
"Gibraltar","St Joseph's FC",0.375,"out"
"Gibraltar","FCB Magpies",0.25,"out"
"Gibraltar","Lincoln Red Imps",0.25,"out"
"Gibraltar","Europa FC",0,"out"
"San Marino","Tre Fiori",0.833333333333333,"out"
"San Marino","Tre Penne",0,"out"
"San Marino","La Fiorita",0,"out"
"Andorra","Inter Club d'Escaldes",0.5,"out"
"Andorra","Atlètic Club d'Escaldes",0.166666666666667,"out"
"Andorra","UE Santa Coloma",0,"out"
"Belarus","Dinamo Minsk",0.375,"out"
"Belarus","Shakhtior Saligorsk",0.25,"out"
"Belarus","FC Gomel",0,"out"
"Belarus","BATE Borisov",0,"out"
"England","Liverpool",4.71428571428571,"out"
"England","Manchester City",3.85714285714286,"out"
"England","Chelsea",3.57142857142857,"out"
"England","West Ham United",3,"out"
"England","Manchester United",2.57142857142857,"out"
"England","Leicester City",2.42857142857143,"out"
"England","Tottenham Hotspur",0.857142857142857,"out"
"Netherlands","Feyenoord",5.7,"out"
"Netherlands","Ajax",4.4,"out"
"Netherlands","PSV Eindhoven",3.5,"out"
"Netherlands","AZ Alkmaar",2.8,"out"
"Netherlands","Vitesse Arnhem",2.8,"out"
"Spain","Real Madrid",4.28571428571429,"out"
"Spain","Villarreal",3.42857142857143,"out"
"Spain","Atlético Madrid",2.71428571428571,"out"
"Spain","FC Barcelona",2.57142857142857,"out"
"Spain","Sevilla",2,"out"
"Spain","Real Betis",2,"out"
"Spain","Real Sociedad",1.42857142857143,"out"
"France","Olympique Lyonnais",3.5,"out"
"France","Olympique Marseille",3.33333333333333,"out"
"France","Paris Saint-Germain",3.16666666666667,"out"
"France","AS Monaco",2.91666666666667,"out"
"France","Lille OSC",2.83333333333333,"out"
"France","Stade Rennais",2.66666666666667,"out"
"Germany","Eintracht Frankfurt",4,"out"
"Germany","Bayern München",3.71428571428571,"out"
"Germany","RB Leipzig",2.85714285714286,"out"
"Germany","Bayer Leverkusen",2,"out"
"Germany","Borussia Dortmund",1.57142857142857,"out"
"Germany","VfL Wolfsburg",1.14285714285714,"out"
"Germany","Union Berlin",0.928571428571429,"out"
"Italy","AS Roma",3.57142857142857,"out"
"Italy","Juventus",2.85714285714286,"out"
"Italy","Atalanta",2.85714285714286,"out"
"Italy","Internazionale",2.57142857142857,"out"
"Italy","Napoli",1.42857142857143,"out"
"Italy","Lazio",1.42857142857143,"out"
"Italy","AC Milan",1,"out"
"Portugal","Benfica",3.91666666666667,"out"
"Portugal","Sporting Braga",3,"out"
"Portugal","Sporting CP Lisbon",2.66666666666667,"out"
"Portugal","FC Porto",2.16666666666667,"out"
"Portugal","CD Santa Clara",0.833333333333333,"out"
"Portugal","Paços de Ferreira",0.333333333333333,"out"
"Austria","FC Salzburg",3.8,"out"
"Austria","LASK",3.7,"out"
"Austria","Rapid Wien",2,"out"
"Austria","Sturm Graz",0.8,"out"
"Austria","Austria Wien",0.1,"out"
"Serbia","Crvena zvezda",4.625,"out"
"Serbia","Partizan Belgrade",3.75,"out"
"Serbia","Cukaricki Belgrade",0.625,"out"
"Serbia","Vojvodina Novi Sad",0.5,"out"
"Greece","PAOK Thessaloniki",4.375,"out"
"Greece","Olympiakos Piraeus",3.125,"out"
"Greece","Aris Thessaloniki",0.25,"out"
"Greece","AEK Athens",0.25,"out"
"Scotland","Rangers",4.7,"out"
"Scotland","Celtic",1.9,"out"
"Scotland","Aberdeen",0.6,"out"
"Scotland","Hibernian",0.5,"out"
"Scotland","St. Johnstone",0.2,"out"
"Denmark","FC København",3.7,"out"
"Denmark","FC Midtjylland",2.1,"out"
"Denmark","Randers FC",1.5,"out"
"Denmark","Brøndby IF",0.4,"out"
"Denmark","AGF Aarhus",0.1,"out"
"Switzerland","FC Basel",4.25,"out"
"Switzerland","Young Boys",3.25,"out"
"Switzerland","Servette FC",0.25,"out"
"Switzerland","FC Luzern",0,"out"
"Norway","Bodø/Glimt",5.875,"out"
"Norway","Rosenborg BK",1,"out"
"Norway","Molde FK",0.5,"out"
"Norway","Vålerengens IF",0.25,"out"
"Israel","Maccabi Tel-Aviv",3.75,"out"
"Israel","Maccabi Haifa",2,"out"
"Israel","Hapoel Beer-Sheva",0.875,"out"
"Israel","MS Ashdod",0.125,"out"
"Turkey","Galatasaray",3.6,"out"
"Turkey","Fenerbahçe",1.4,"out"
"Turkey","Besiktas",0.8,"out"
"Turkey","Sivasspor",0.7,"out"
"Turkey","Trabzonspor",0.2,"out"
"Czech Republic","Slavia Praha",3.1,"out"
"Czech Republic","FK Jablonec",1.4,"out"
"Czech Republic","Sparta Praha",1.2,"out"
"Czech Republic","Viktoria Plzen",0.8,"out"
"Czech Republic","1.FC Slovácko",0.2,"out"
"Belgium","AA Gent",2.9,"out"
"Belgium","Club Brugge",1.4,"out"
"Belgium","Royal Antwerp",1,"out"
"Belgium","Racing Genk",0.8,"out"
"Belgium","Anderlecht",0.5,"out"
"Croatia","GNK Dinamo",4.25,"out"
"Croatia","NK Rijeka",1,"out"
"Croatia","NK Osijek",0.5,"out"
"Croatia","Hajduk Split",0.25,"out"
"Russia","Spartak Moscow",2.4,"out"
"Russia","Zenit St. Petersburg",1.8,"out"
"Russia","FC Sochi",0.6,"out"
"Russia","Lokomotiv Moscow",0.4,"out"
"Russia","Rubin Kazan",0.1,"out"
"Moldova","Sheriff Tiraspol",4.5,"out"
"Moldova","Milsami Orhei",0.375,"out"
"Moldova","Petrocub Hîncesti",0.375,"out"
"Moldova","Sfântul Gheorghe",0,"out"
"Sweden","Malmö FF",2.75,"out"
"Sweden","IF Elfsborg",1.125,"out"
"Sweden","Hammarby IF",1,"out"
"Sweden","BK Häcken",0.25,"out"
"Poland","Legia Warsaw",2.5,"out"
"Poland","Slask Wroclaw",1.125,"out"
"Poland","Raków Czestochowa",0.875,"out"
"Poland","Pogon Szczecin",0.125,"out"
"Azerbaijan","Qarabag FK",3.5,"out"
"Azerbaijan","Neftchi Baku",0.75,"out"
"Azerbaijan","Sumgayit FK",0.125,"out"
"Azerbaijan","Kesla FK",0,"out"
"Ukraine","Shakhtar Donetsk",1.9,"out"
"Ukraine","Dynamo Kyiv",1,"out"
"Ukraine","Zorya Luhansk",1,"out"
"Ukraine","Kolos Kovalivka",0.2,"out"
"Ukraine","Vorskla Poltava",0.1,"out"
"Cyprus","Anorthosis Famagusta",1.875,"out"
"Cyprus","Omonia Nicosia",1.5,"out"
"Cyprus","AEL Limassol",0.625,"out"
"Cyprus","Apollon Limassol",0.125,"out"
"Slovakia","Slovan Bratislava",2.375,"out"
"Slovakia","MSK Zilina",1.125,"out"
"Slovakia","Spartak Trnava",0.625,"out"
"Slovakia","DAC Dunajska Streda",0,"out"
"Finland","HJK Helsinki",2,"out"
"Finland","KuPS Kuopio",1.125,"out"
"Finland","Honka Espoo",0.5,"out"
"Finland","Inter Turku",0.125,"out"
"Estonia","Flora Tallinn",3,"out"
"Estonia","Levadia Tallinn",0.666666666666667,"out"
"Estonia","Paide Linnameeskond",0,"out"
"Bulgaria","Ludogorets Razgrad",1.875,"out"
"Bulgaria","CSKA Sofia",1.125,"out"
"Bulgaria","Lokomotiv Plovdiv",0.375,"out"
"Bulgaria","Arda Kardzhali",0,"out"
"Slovenia","Mura Murska Sobota",1.5,"out"
"Slovenia","NK Domzale",0.75,"out"
"Slovenia","NK Maribor",0.5,"out"
"Slovenia","Olimpija Ljubljana",0.25,"out"
"Ireland","Bohemians Dublin",1.125,"out"
"Ireland","Dundalk",1,"out"
"Ireland","Shamrock Rovers",0.75,"out"
"Ireland","Sligo Rovers",0,"out"
"Kazakhstan","Kairat Almaty",1.75,"out"
"Kazakhstan","Shakhtyor Karaganda",0.5,"out"
"Kazakhstan","FK Astana",0.375,"out"
"Kazakhstan","Tobol Kustanai",0.25,"out"
"Hungary","Ferencváros",1.75,"out"
"Hungary","Újpest TE",0.5,"out"
"Hungary","Puskás Akadémia",0.375,"out"
"Hungary","FC Fehérvár",0.125,"out"
"Latvia","Riga FC",1,"out"
"Latvia","RFS Riga",0.875,"out"
"Latvia","FK Liepaja",0.625,"out"
"Latvia","Valmieras FK",0.125,"out"
"Kosovo","FC Prishtina",1.33333333333333,"out"
"Kosovo","FC Drita",0.833333333333333,"out"
"Kosovo","KF Llapi",0.166666666666667,"out"
"Romania","CFR Cluj",1.625,"out"
"Romania","FCSB",0.25,"out"
"Romania","Sepsi OSK",0.25,"out"
"Romania","Universitatea Craiova",0.125,"out"
"Malta","Hibernians FC",0.75,"out"
"Malta","Birkirkara",0.625,"out"
"Malta","Mosta FC",0.25,"out"
"Malta","Gzira United",0.25,"out"
"Armenia","Alashkert FC",1.125,"out"
"Armenia","Ararat Yerevan",0.5,"out"
"Armenia","FC Noah",0.25,"out"
"Armenia","Urartu FC",0,"out"
"Lithuania","Zalgiris Vilnius",0.75,"out"
"Lithuania","Suduva Marijampole",0.625,"out"
"Lithuania","Kauno Zalgiris",0.375,"out"
"Lithuania","FK Panevezys",0,"out"
"Bosnia-Herzegovina","Velez Mostar",0.875,"out"
"Bosnia-Herzegovina","FK Borac Banja Luka",0.375,"out"
"Bosnia-Herzegovina","Siroki Brijeg",0.25,"out"
"Bosnia-Herzegovina","FK Sarajevo",0.125,"out"
"Northern Ireland","Larne FC",1.125,"out"
"Northern Ireland","Linfield Belfast",0.375,"out"
"Northern Ireland","Glentoran",0.125,"out"
"Northern Ireland","Coleraine",0,"out"
"Albania","KF Laçi",0.625,"out"
"Albania","Partizani Tirana",0.5,"out"
"Albania","Vllaznia Shkodër",0.25,"out"
"Albania","Teuta Durrës",0.25,"out"
"Faroe Islands","HB Torshavn",1,"out"
"Faroe Islands","KI Klaksvik",0.333333333333333,"out"
"Faroe Islands","NSI Runavik",0.166666666666667,"out"
"Andorra","Inter Club d'Escaldes",0.666666666666667,"out"
"Andorra","FC Santa Coloma",0.5,"out"
"Andorra","Sant Julià",0.333333333333333,"out"
"Wales","The New Saints",1.125,"out"
"Wales","Connah's Quay",0.375,"out"
"Wales","Bala Town",0,"out"
"Wales","Newtown",0,"out"
"Iceland","Breidablik",0.875,"out"
"Iceland","FH Hafnarfjardar",0.5,"out"
"Iceland","Stjarnan FC",0.125,"out"
"Iceland","Valur Reykjavik",0,"out"
"Luxembourg","CS Fola Esch",1.125,"out"
"Luxembourg","Swift Hesperange",0.125,"out"
"Luxembourg","Racing Union Luxembourg",0,"out"
"Luxembourg","F91 Dudelange",0,"out"
"Georgia","Dinamo Batumi",0.875,"out"
"Georgia","Dila Gori",0.25,"out"
"Georgia","Gagra Tbilisi",0.125,"out"
"Georgia","Dinamo Tbilisi",0,"out"
"Gibraltar","Lincoln Red Imps",0.875,"out"
"Gibraltar","St Joseph's FC",0.125,"out"
"Gibraltar","Mons Calpe",0.125,"out"
"Gibraltar","Europa FC",0.125,"out"
"Montenegro","Sutjeska Niksic",0.5,"out"
"Montenegro","FK Podgorica",0.25,"out"
"Montenegro","Decic Tuzi",0,"out"
"Montenegro","Buducnost Podgorica",0,"out"
"North Macedonia","FK Shkupi",0.375,"out"
"North Macedonia","Sileks Kratovo",0.125,"out"
"North Macedonia","FC Struga",0.125,"out"
"North Macedonia","Shkendija Tetovo",0,"out"
"Belarus","BATE Borisov",0.25,"out"
"Belarus","Dynamo Brest",0,"out"
"Belarus","Torpedo Zhodino",0,"out"
"Belarus","Shakhtior Saligorsk",0,"out"
"San Marino","La Fiorita",0.166666666666667,"out"
"San Marino","Tre Penne",0,"out"
"San Marino","Folgore",0,"out"
"Liechtenstein","FC Vaduz",0,"out"
"England","Manchester City",5,"out"
"England","Chelsea",4.71428571428571,"out"
"England","Manchester United",3.71428571428571,"out"
"England","Liverpool",3.42857142857143,"out"
"England","Arsenal",3.28571428571429,"out"
"England","Tottenham Hotspur",2.78571428571429,"out"
"England","Leicester City",1.42857142857143,"out"
"Spain","Villarreal",4.28571428571429,"out"
"Spain","Real Madrid",3.71428571428571,"out"
"Spain","FC Barcelona",2.85714285714286,"out"
"Spain","Sevilla",2.71428571428571,"out"
"Spain","Granada CF",2.5,"out"
"Spain","Atlético Madrid",2.28571428571429,"out"
"Spain","Real Sociedad",1.14285714285714,"out"
"Italy","AS Roma",3.42857142857143,"out"
"Italy","Juventus",3,"out"
"Italy","Atalanta",2.42857142857143,"out"
"Italy","Lazio",2.42857142857143,"out"
"Italy","AC Milan",2.28571428571429,"out"
"Italy","Napoli",1.42857142857143,"out"
"Italy","Internazionale",1.28571428571429,"out"
"Germany","Bayern München",3.85714285714286,"out"
"Germany","Borussia Dortmund",3.14285714285714,"out"
"Germany","RB Leipzig",2.42857142857143,"out"
"Germany","Borussia Mönchengladbach",2.14285714285714,"out"
"Germany","1899 Hoffenheim",1.71428571428571,"out"
"Germany","Bayer Leverkusen",1.42857142857143,"out"
"Germany","VfL Wolfsburg",0.5,"out"
"Portugal","FC Porto",4.6,"out"
"Portugal","Benfica",2.1,"out"
"Portugal","Sporting Braga",1.8,"out"
"Portugal","Rio Ave",0.7,"out"
"Portugal","Sporting CP Lisbon",0.4,"out"
"Netherlands","Ajax",3.8,"out"
"Netherlands","PSV Eindhoven",2.6,"out"
"Netherlands","AZ Alkmaar",1.6,"out"
"Netherlands","Feyenoord",0.8,"out"
"Netherlands","Willem II Tilburg",0.4,"out"
"Scotland","Rangers",4.875,"out"
"Scotland","Celtic",2,"out"
"Scotland","Aberdeen",0.875,"out"
"Scotland","Motherwell",0.75,"out"
"France","Paris Saint-Germain",4,"out"
"France","Lille OSC",1.33333333333333,"out"
"France","Olympique Marseille",1,"out"
"France","Stade Rennais",0.833333333333333,"out"
"France","Stade de Reims",0.416666666666667,"out"
"France","OGC Nice",0.333333333333333,"out"
"Israel","Maccabi Tel-Aviv",3.125,"out"
"Israel","Hapoel Beer-Sheva",2.5,"out"
"Israel","Maccabi Haifa",1.25,"out"
"Israel","Beitar Jerusalem",0.125,"out"
"Ukraine","Shakhtar Donetsk",2.8,"out"
"Ukraine","Dynamo Kyiv",2.7,"out"
"Ukraine","Zorya Luhansk",0.8,"out"
"Ukraine","Kolos Kovalivka",0.4,"out"
"Ukraine","Desna Chernihiv",0.1,"out"
"Austria","LASK",2,"out"
"Austria","FC Salzburg",1.8,"out"
"Austria","Rapid Wien",1.4,"out"
"Austria","Wolfsberger AC",1.4,"out"
"Austria","TSV Hartberg",0.1,"out"
"Czech Republic","Slavia Praha",3.3,"out"
"Czech Republic","Slovan Liberec",1.9,"out"
"Czech Republic","Sparta Praha",0.8,"out"
"Czech Republic","Viktoria Plzen",0.5,"out"
"Czech Republic","FK Jablonec",0.1,"out"
"Norway","Molde FK",4.25,"out"
"Norway","Rosenborg BK",1.25,"out"
"Norway","Bodø/Glimt",0.875,"out"
"Norway","Viking Stavanger",0.125,"out"
"Belgium","Club Brugge",2.2,"out"
"Belgium","Royal Antwerp",1.6,"out"
"Belgium","Standard Liège",1.5,"out"
"Belgium","Charleroi",0.4,"out"
"Belgium","AA Gent",0.3,"out"
"Croatia","GNK Dinamo",4,"out"
"Croatia","NK Rijeka",1.2,"out"
"Croatia","Hajduk Split",0.4,"out"
"Croatia","Lokomotiva Zagreb",0.2,"out"
"Croatia","NK Osijek",0.1,"out"
"Serbia","Crvena zvezda",3.875,"out"
"Serbia","Partizan Belgrade",0.875,"out"
"Serbia","TSC Backa Topola",0.625,"out"
"Serbia","Vojvodina Novi Sad",0.125,"out"
"Switzerland","Young Boys",3.625,"out"
"Switzerland","FC Basel",0.875,"out"
"Switzerland","Servette FC",0.5,"out"
"Switzerland","FC Sankt Gallen",0.125,"out"
"Greece","Olympiakos Piraeus",2.3,"out"
"Greece","PAOK Thessaloniki",1.6,"out"
"Greece","AEK Athens",1,"out"
"Greece","OFI Heraklion",0.1,"out"
"Greece","Aris Thessaloniki",0.1,"out"
"Russia","FK Krasnodar",1.66666666666667,"out"
"Russia","Lokomotiv Moscow",1.16666666666667,"out"
"Russia","Zenit St. Petersburg",0.833333333333333,"out"
"Russia","CSKA Moscow",0.5,"out"
"Russia","Dinamo Moscow",0.0833333333333333,"out"
"Russia","FK Rostov",0.0833333333333333,"out"
"Hungary","Ferencváros",2.625,"out"
"Hungary","FC Fehérvár",1,"out"
"Hungary","Honvéd Budapest",0.5,"out"
"Hungary","Puskás Akadémia",0.125,"out"
"Denmark","FC Midtjylland",2.625,"out"
"Denmark","FC København",0.875,"out"
"Denmark","AGF Aarhus",0.5,"out"
"Denmark","SønderjyskE",0.125,"out"
"Poland","Lech Poznan",2,"out"
"Poland","Legia Warsaw",1,"out"
"Poland","Piast Gliwice",0.875,"out"
"Poland","Cracovia Kraków",0.125,"out"
"Cyprus","Omonia Nicosia",1.875,"out"
"Cyprus","APOEL Nicosia",1.125,"out"
"Cyprus","Apollon Limassol",0.875,"out"
"Cyprus","Anorthosis Famagusta",0.125,"out"
"Bulgaria","CSKA Sofia",2.5,"out"
"Bulgaria","Ludogorets Razgrad",0.875,"out"
"Bulgaria","Lokomotiv Plovdiv",0.5,"out"
"Bulgaria","Slavia Sofia",0.125,"out"
"Romania","CFR Cluj",2.375,"out"
"Romania","FCSB",0.75,"out"
"Romania","FC Botosani",0.5,"out"
"Romania","Universitatea Craiova",0.125,"out"
"Turkey","Istanbul Basaksehir",1.2,"out"
"Turkey","Sivasspor",0.8,"out"
"Turkey","Galatasaray",0.7,"out"
"Turkey","Besiktas",0.3,"out"
"Turkey","Alanyaspor",0.1,"out"
"Northern Ireland","Coleraine",1.16666666666667,"out"
"Northern Ireland","Linfield Belfast",1,"out"
"Northern Ireland","Glentoran",0.666666666666667,"out"
"Faroe Islands","B36 Torshavn",1.125,"out"
"Faroe Islands","KI Klaksvik",1,"out"
"Faroe Islands","NSI Runavik",0.5,"out"
"Faroe Islands","HB Torshavn",0.125,"out"
"Bosnia-Herzegovina","Zrinjski Mostar",1,"out"
"Bosnia-Herzegovina","FK Sarajevo",1,"out"
"Bosnia-Herzegovina","FK Borac Banja Luka",0.5,"out"
"Bosnia-Herzegovina","Zeljeznicar Sarajevo",0.125,"out"
"Sweden","Malmö FF",1.25,"out"
"Sweden","Djurgårdens IF",0.625,"out"
"Sweden","Hammarby IF",0.5,"out"
"Sweden","IFK Göteborg",0.125,"out"
"Azerbaijan","Qarabag FK",1.625,"out"
"Azerbaijan","Neftchi Baku",0.5,"out"
"Azerbaijan","Kesla FK",0.25,"out"
"Azerbaijan","Sumgayit FK",0.125,"out"
"Slovenia","Mura Murska Sobota",0.875,"out"
"Slovenia","NK Celje",0.625,"out"
"Slovenia","Olimpija Ljubljana",0.5,"out"
"Slovenia","NK Maribor",0.25,"out"
"Albania","KF Tirana",0.625,"out"
"Albania","FK Kukësi",0.5,"out"
"Albania","Teuta Durrës",0.5,"out"
"Albania","KF Laçi",0.375,"out"
"Ireland","Dundalk",1.125,"out"
"Ireland","Shamrock Rovers",0.375,"out"
"Ireland","Bohemians Dublin",0.25,"out"
"Ireland","Derry City",0.125,"out"
"Kosovo","FC Drita",1,"out"
"Kosovo","SC Gjilani",0.666666666666667,"out"
"Kosovo","FC Prishtina",0.166666666666667,"out"
"North Macedonia","Shkendija Tetovo",0.875,"out"
"North Macedonia","Renova Dzepciste",0.5,"out"
"North Macedonia","Sileks Kratovo",0.25,"out"
"North Macedonia","FK Shkupi",0.125,"out"
"Georgia","Lokomotivi Tbilisi",0.875,"out"
"Georgia","Dinamo Tbilisi",0.625,"out"
"Georgia","Dinamo Batumi",0.125,"out"
"Georgia","Saburtalo Tbilisi",0.125,"out"
"Gibraltar","Lincoln Red Imps",1.16666666666667,"out"
"Gibraltar","Europa FC",0.333333333333333,"out"
"Gibraltar","St Joseph's FC",0.166666666666667,"out"
"Montenegro","Buducnost Podgorica",0.625,"out"
"Montenegro","Zeta Golubovci",0.5,"out"
"Montenegro","Iskra Danilovgrad",0.375,"out"
"Montenegro","Sutjeska Niksic",0.125,"out"
"Lithuania","FK Riteriai",0.5,"out"
"Lithuania","Zalgiris Vilnius",0.5,"out"
"Lithuania","Suduva Marijampole",0.5,"out"
"Lithuania","Kauno Zalgiris",0.125,"out"
"Wales","The New Saints",0.625,"out"
"Wales","Bala Town",0.5,"out"
"Wales","Connah's Quay",0.25,"out"
"Wales","Barry Town",0.125,"out"
"Malta","Floriana",0.75,"out"
"Malta","Hibernians FC",0.5,"out"
"Malta","Valletta FC",0.125,"out"
"Malta","Sirens FC",0.125,"out"
"Belarus","Dynamo Brest",1,"out"
"Belarus","Shakhtior Saligorsk",0.25,"out"
"Belarus","Dinamo Minsk",0.125,"out"
"Belarus","BATE Borisov",0.125,"out"
"Slovakia","DAC Dunajska Streda",0.875,"out"
"Slovakia","Slovan Bratislava",0.375,"out"
"Slovakia","MSK Zilina",0.125,"out"
"Slovakia","MFK Ruzomberok",0.125,"out"
"Moldova","Sheriff Tiraspol",0.75,"out"
"Moldova","Sfântul Gheorghe",0.375,"out"
"Moldova","Dinamo-Auto Tiraspol",0.125,"out"
"Moldova","Petrocub Hîncesti",0.125,"out"
"Armenia","Ararat-Armenia",1,"out"
"Armenia","Alashkert FC",0.125,"out"
"Armenia","Shirak Gyumri",0.125,"out"
"Armenia","FC Noah",0.125,"out"
"Latvia","Riga FC",0.625,"out"
"Latvia","FK Ventspils",0.5,"out"
"Latvia","RFS Riga",0.125,"out"
"Latvia","Valmieras FK",0.125,"out"
"Finland","KuPS Kuopio",0.875,"out"
"Finland","Ilves Tampere",0.25,"out"
"Finland","Inter Turku",0.125,"out"
"Finland","Honka Espoo",0.125,"out"
"Estonia","Flora Tallinn",1,"out"
"Estonia","Levadia Tallinn",0.125,"out"
"Estonia","Paide Linnameeskond",0.125,"out"
"Estonia","Kalju Nomme",0.125,"out"
"Luxembourg","Progrès Niederkorn",0.5,"out"
"Luxembourg","CS Fola Esch",0.25,"out"
"Luxembourg","Differdange 03",0.125,"out"
"Luxembourg","Union Titus Pétange",0.125,"out"
"Kazakhstan","Kairat Almaty",0.5,"out"
"Kazakhstan","FK Astana",0.25,"out"
"Kazakhstan","Ordabasy Shymkent",0.125,"out"
"Kazakhstan","Kaysar Kyzylorda",0.125,"out"
"Andorra","FC Santa Coloma",0.333333333333333,"out"
"Andorra","UE Engordany",0.166666666666667,"out"
"Andorra","Inter Club d'Escaldes",0.166666666666667,"out"
"Iceland","KR Reykjavik",0.25,"out"
"Iceland","Vikingur Reykjavik",0.125,"out"
"Iceland","Breidablik",0.125,"out"
"Iceland","FH Hafnarfjardar",0.125,"out"
"Liechtenstein","FC Vaduz",0.5,"out"
"San Marino","Tre Penne",0.166666666666667,"out"
"San Marino","La Fiorita",0.166666666666667,"out"
"San Marino","Tre Fiori",0.166666666666667,"out"
