"","club","clubLabel","venue","venueLabel","coordinates","breitengrad","laengengrad"
"5441","http://www.wikidata.org/entity/Q4276521","Al-Malakia FC","http://www.wikidata.org/entity/Q2718479","Juba Stadium","31.615833 4.843056","4.843056","31.615833"
"5442","http://www.wikidata.org/entity/Q4421153","Sitora Dushanbe","http://www.wikidata.org/entity/Q2981137","Pamir Stadium","68.76951111 38.58590556","38.58590556","68.76951111"
"5443","http://www.wikidata.org/entity/Q4383380","Shanghai Pudong Zobon F.C.","http://www.wikidata.org/entity/Q3267286","Yuanshen Sports Centre Stadium","121.531683 31.233425","31.233425","121.531683"
"5444","http://www.wikidata.org/entity/Q4220739","King Delux F.C.","http://www.wikidata.org/entity/Q3655326","Abovyan City Stadium","44.635241 40.268409","40.268409","44.635241"
"5445","http://www.wikidata.org/entity/Q4133514","FC Gara Altyn","http://www.wikidata.org/entity/Q3658599","Balkanabat Stadium","54.365 39.511944","39.511944","54.365"
"5446","http://www.wikidata.org/entity/Q4384416","Team Bath F.C.","http://www.wikidata.org/entity/Q4001038","Twerton Park","-2.3951 51.3787","51.3787","-2.3951"
"5447","http://www.wikidata.org/entity/Q4439008","FC Stavropolye-2009","http://www.wikidata.org/entity/Q4161839","Dynamo Stadium","41.97 45.0424","45.0424","41.97"
"5448","http://www.wikidata.org/entity/Q4505744","Qingdao Hailifeng F.C.","http://www.wikidata.org/entity/Q4205481","Yizhong Sports Center","120.44 36.1033","36.1033","120.44"
"5449","http://www.wikidata.org/entity/Q4210742","Kamatamare Sanuki","http://www.wikidata.org/entity/Q4282960","Kagawa Marugame Stadium","133.78592 34.261632","34.261632","133.78592"
"5450","http://www.wikidata.org/entity/Q4352372","Southern District FC","http://www.wikidata.org/entity/Q4352276","Aberdeen Sports Ground","114.172 22.2498","22.2498","114.172"
"5451","http://www.wikidata.org/entity/Q4273487","FC Piter Saint Petersburg","http://www.wikidata.org/entity/Q4361237","Petrovsky (small arena)","30.2821 59.9528","59.9528","30.2821"
"5452","http://www.wikidata.org/entity/Q4241237","FC Kristall Smolensk","http://www.wikidata.org/entity/Q4430723","Q4430723","32.035 54.7839","54.7839","32.035"
"5453","http://www.wikidata.org/entity/Q4409071","FC Saturn Naberezhnye Chelny","http://www.wikidata.org/entity/Q4444128","Stroitel Stadium","52.3029 55.6798","55.6798","52.3029"
"5454","http://www.wikidata.org/entity/Q4329412","FC Industriya Borovsk","http://www.wikidata.org/entity/Q4464290","Q4464290","36.6026 55.0952","55.0952","36.6026"
"5455","http://www.wikidata.org/entity/Q4189389","FC Zvezda Serpukhov","http://www.wikidata.org/entity/Q4464293","Q4464293","37.4218 54.9213","54.9213","37.4218"
"5456","http://www.wikidata.org/entity/Q4242855","Q4242855","http://www.wikidata.org/entity/Q4502965","Q4502965","50.2286 53.2364","53.2364","50.2286"
"5457","http://www.wikidata.org/entity/Q4413560","FC Kommunalnik Ulan-Ude","http://www.wikidata.org/entity/Q4504378","Republic of Buryatia Central Stadium","107.576 51.8264","51.8264","107.576"
"5458","http://www.wikidata.org/entity/Q4521460","FC Shakhtyor Prokopyevsk","http://www.wikidata.org/entity/Q4521457","Q4521457","86.3579 54.3737","54.3737","86.3579"
"5459","http://www.wikidata.org/entity/Q4461295","FC Torpedo Armavir","http://www.wikidata.org/entity/Q4534624","Yunost Stadium","41.116527777 44.995944444","44.995944444","41.116527777"
"5460","http://www.wikidata.org/entity/Q4423940","FC Slonim","http://www.wikidata.org/entity/Q4534629","Yunost Stadium","25.3069 53.0975","53.0975","25.3069"
"5461","http://www.wikidata.org/entity/Q4502088","FK Khujand","http://www.wikidata.org/entity/Q4630612","20 Years of Independence Stadium","69.614167 40.292222","40.292222","69.614167"
"5462","http://www.wikidata.org/entity/Q4261895","El Dakhleya","http://www.wikidata.org/entity/Q4634507","30 June Stadium","31.3737 30.0199","30.0199","31.3737"
"5463","http://www.wikidata.org/entity/Q4165717","Sahel SC","http://www.wikidata.org/entity/Q4670197","Abu Halifa City Stadium","48.118284903 29.122032639","29.122032639","48.118284903"
"5464","http://www.wikidata.org/entity/Q4190347","FC Zelenograd","http://www.wikidata.org/entity/Q4763965","Angstrem Stadium","37.22444444 55.98333333","55.98333333","37.22444444"
"5465","http://www.wikidata.org/entity/Q4558657","Virginia Cavalry FC","http://www.wikidata.org/entity/Q4851179","BallPark at One Loudoun","-77.455556 39.053333","39.053333","-77.455556"
"5466","http://www.wikidata.org/entity/Q4430268","Persidafon Dafonsoro","http://www.wikidata.org/entity/Q4861338","Barnabas Youwe Stadium","140.523682 -2.572082","-2.572082","140.523682"
"5467","http://www.wikidata.org/entity/Q4389931","Runcorn F.C. Halton","http://www.wikidata.org/entity/Q5031029","Canal Street Stadium, Runcorn","-2.721683 53.3421","53.3421","-2.721683"
"5468","http://www.wikidata.org/entity/Q4562779","Denden F.C.","http://www.wikidata.org/entity/Q5256659","Denden Stadium","38.92563889 15.3435","15.3435","38.92563889"
"5469","http://www.wikidata.org/entity/Q4165220","Al-Fahaheel FC","http://www.wikidata.org/entity/Q5429506","Fahaheel Stadium","48.117591666 29.092772222","29.092772222","48.117591666"
"5470","http://www.wikidata.org/entity/Q4500008","A.F.C. Hornchurch","http://www.wikidata.org/entity/Q5904196","Hornchurch Stadium","0.238316666 51.556547222","51.556547222","0.238316666"
"5471","http://www.wikidata.org/entity/Q4413507","Allianssi Vantaa","http://www.wikidata.org/entity/Q5974520","Myyrmäen jalkapallostadion","24.83818333 60.2621","60.2621","24.83818333"
"5472","http://www.wikidata.org/entity/Q4411688","FC Kiisto","http://www.wikidata.org/entity/Q6343538","Kaarlen kenttä","21.641111 63.082778","63.082778","21.641111"
"5473","http://www.wikidata.org/entity/Q4166058","Karbalaa FC","http://www.wikidata.org/entity/Q6368949","Karbala Stadium","44.00424 32.565082","32.565082","44.00424"
"5474","http://www.wikidata.org/entity/Q4165738","Khaitan Sporting Club","http://www.wikidata.org/entity/Q6399125","Khaitan Stadium","47.981152777 29.281927777","29.281927777","47.981152777"
"5475","http://www.wikidata.org/entity/Q4381490","Auto Esporte Clube","http://www.wikidata.org/entity/Q6552590","Estádio Lindolfo Monteiro","-42.820792626 -5.084590085","-5.084590085","-42.820792626"
"5476","http://www.wikidata.org/entity/Q4448521","Heng Tai","http://www.wikidata.org/entity/Q6722722","Macau University of Science and Technology Sports Field","113.56805556 22.1525","22.1525","113.56805556"
"5477","http://www.wikidata.org/entity/Q4430270","PS Barito Putera","http://www.wikidata.org/entity/Q6796253","May 17th Stadium","114.58 -3.316666666","-3.316666666","114.58"
"5478","http://www.wikidata.org/entity/Q4430735","FC Spartak Shchyolkovo","http://www.wikidata.org/entity/Q7206962","Podmoskovie Stadium","38.00598611 55.91490278","55.91490278","38.00598611"
"5479","http://www.wikidata.org/entity/Q4188846","FC ŠTK 1914 Šamorín","http://www.wikidata.org/entity/Q7227337","Pomlé Stadium","17.307 48.02266667","48.02266667","17.307"
"5480","http://www.wikidata.org/entity/Q4153485","Rezeknes BJSS","http://www.wikidata.org/entity/Q7579527","Sporta Agenturas Stadions","27.3406363 56.509502","56.509502","27.3406363"
"5481","http://www.wikidata.org/entity/Q4161396","RSK Dižvanagi","http://www.wikidata.org/entity/Q7579527","Sporta Agenturas Stadions","27.3406363 56.509502","56.509502","27.3406363"
"5482","http://www.wikidata.org/entity/Q4351952","S.V. S.U.B.T.","http://www.wikidata.org/entity/Q7596287","Stadion dr. Antoine Maduro","-68.9065 12.1001","12.1001","-68.9065"
"5483","http://www.wikidata.org/entity/Q4351952","S.V. S.U.B.T.","http://www.wikidata.org/entity/Q7596287","Stadion dr. Antoine Maduro","-68.9064 12.1001","12.1001","-68.9064"
"5484","http://www.wikidata.org/entity/Q4467970","Tianjin Locomotive F.C.","http://www.wikidata.org/entity/Q7800198","Tianjin Locomotive Stadium","117.204 39.1693","39.1693","117.204"
"5485","http://www.wikidata.org/entity/Q4255673","FC Lebap","http://www.wikidata.org/entity/Q7862479","Türkmenabat Stadium","63.5834 39.0951","39.0951","63.5834"
"5486","http://www.wikidata.org/entity/Q4383877","Stourbridge F.C.","http://www.wikidata.org/entity/Q7968469","War Memorial Athletic Ground","-2.15136 52.4626","52.4626","-2.15136"
"5487","http://www.wikidata.org/entity/Q4312912","Nanjing Yoyo F.C.","http://www.wikidata.org/entity/Q8039371","Wutaishan Stadium","118.769 32.051","32.051","118.769"
"5488","http://www.wikidata.org/entity/Q4381286","Esporte Clube Internacional","http://www.wikidata.org/entity/Q9164294","Estádio Presidente Vargas","-53.8286 -29.687","-29.687","-53.8286"
"5489","http://www.wikidata.org/entity/Q4152511","Gurupi Esporte Clube","http://www.wikidata.org/entity/Q9255262","Q9255262","-49.092714 -11.738411","-11.738411","-49.092714"
"5490","http://www.wikidata.org/entity/Q4260876","Íbis Sport Club","http://www.wikidata.org/entity/Q9255351","Ademir Cunha Stadium","-34.888136 -7.945819","-7.945819","-34.888136"
"5491","http://www.wikidata.org/entity/Q4497682","FC Khimik Dzerzhinsk","http://www.wikidata.org/entity/Q9341112","Khimik Stadium","43.4587 56.2356","56.2356","43.4587"
"5492","http://www.wikidata.org/entity/Q4497682","FC Khimik Dzerzhinsk","http://www.wikidata.org/entity/Q9341112","Khimik Stadium","43.458639 56.235667","56.235667","43.458639"
"5493","http://www.wikidata.org/entity/Q4381278","Sport Club São Paulo","http://www.wikidata.org/entity/Q10276735","Q10276735","-52.113353 -32.047578","-32.047578","-52.113353"
"5494","http://www.wikidata.org/entity/Q4394346","Sociedade Esportiva River Plate","http://www.wikidata.org/entity/Q10276946","Q10276946","-36.99027778 -10.64944444","-10.64944444","-36.99027778"
"5495","http://www.wikidata.org/entity/Q4459454","Tocantins Futebol Clube","http://www.wikidata.org/entity/Q10277365","Estádio Nilton Santos","-48.317222 -10.268889","-10.268889","-48.317222"
"5496","http://www.wikidata.org/entity/Q4208569","Persip Pekalongan","http://www.wikidata.org/entity/Q12516168","Hoegeng Stadium","109.666 -6.88333","-6.88333","109.666"
"5497","http://www.wikidata.org/entity/Q4194016","FC Zorky Krasnogorsk","http://www.wikidata.org/entity/Q16654461","Zorky Stadium","37.32611 55.82778","55.82778","37.32611"
"5498","http://www.wikidata.org/entity/Q4398663","FC Rotor-2 Volgograd","http://www.wikidata.org/entity/Q16707196","Traktor Stadium","44.59203611 48.80113889","48.80113889","44.59203611"
"5499","http://www.wikidata.org/entity/Q4497686","FC Khimik-Arsenal","http://www.wikidata.org/entity/Q16714005","Q16714005","38.308604 54.015261","54.015261","38.308604"
"5500","http://www.wikidata.org/entity/Q4365736","New Brighton Tower F.C.","http://www.wikidata.org/entity/Q16852447","Tower Athletic Ground","-3.0377 53.4359","53.4359","-3.0377"
"5501","http://www.wikidata.org/entity/Q4405499","FC Saxan","http://www.wikidata.org/entity/Q17488119","Ceadîr-Lunga Stadium","28.8341 46.0569","46.0569","28.8341"
"5502","http://www.wikidata.org/entity/Q4392758","Osasco Futebol Clube","http://www.wikidata.org/entity/Q18476171","Q18476171","-46.776111111 -23.511111111","-23.511111111","-46.776111111"
"5503","http://www.wikidata.org/entity/Q4382304","Deportivo Riestra","http://www.wikidata.org/entity/Q18682950","Guillermo Laza stadium","-58.443611111 -34.653333333","-34.653333333","-58.443611111"
"5504","http://www.wikidata.org/entity/Q4132020","Guiseley A.F.C.","http://www.wikidata.org/entity/Q21061466","Nethermoor Park","-1.71943057 53.87717819","53.87717819","-1.71943057"
"5505","http://www.wikidata.org/entity/Q4352413","Ratchaburi Mitr Phol F.C.","http://www.wikidata.org/entity/Q25221768","Mitr Phol Stadium","99.769588 13.521677","13.521677","99.769588"
"5506","http://www.wikidata.org/entity/Q4210385","FC Kaluga","http://www.wikidata.org/entity/Q27997018","Q27997018","36.173611111 54.528333333","54.528333333","36.173611111"
"5507","http://www.wikidata.org/entity/Q4161849","Q4161849","http://www.wikidata.org/entity/Q37996725","Dynamo stadium in Yekaterinburg","60.598888888 56.846111111","56.846111111","60.598888888"
"5508","http://www.wikidata.org/entity/Q4217069","Persibas Banyumas","http://www.wikidata.org/entity/Q39059536","Satria Stadium","109.250706 -7.415926","-7.415926","109.250706"
"5509","http://www.wikidata.org/entity/Q4430691","FC Spartak-2 Moscow","http://www.wikidata.org/entity/Q60851167","Cherenkov academy stadium","37.698611111 55.805","55.805","37.698611111"
"5510","http://www.wikidata.org/entity/Q5367315","Elpis FC","http://www.wikidata.org/entity/Q222865","Sükrü Saracoglu Stadium","29.036666666 40.9875","40.9875","29.036666666"
"5511","http://www.wikidata.org/entity/Q5424928","FC Flora II Tallinn","http://www.wikidata.org/entity/Q278923","A. Le Coq Arena","24.73205 59.421292","59.421292","24.73205"
"5512","http://www.wikidata.org/entity/Q5401899","Estudiantes Tecos Reserves","http://www.wikidata.org/entity/Q579997","Estadio Tres de Marzo","-103.416111111 20.693888888","20.693888888","-103.416111111"
"5513","http://www.wikidata.org/entity/Q5364601","Ellacombe F.C.","http://www.wikidata.org/entity/Q619260","Plainmoor","-3.523825 50.476408","50.476408","-3.523825"
"5514","http://www.wikidata.org/entity/Q5400876","Esteghlal Rasht F.C.","http://www.wikidata.org/entity/Q627541","Shahid Dr. Azodi Stadium","49.589072 37.264627","37.264627","49.589072"
"5515","http://www.wikidata.org/entity/Q5424798","FC Admira Wacker Mödling Amateure","http://www.wikidata.org/entity/Q872250","BSFZ-Arena","16.3109 48.0976","48.0976","16.3109"
"5516","http://www.wikidata.org/entity/Q5399102","Esporte Clube Jacuipense","http://www.wikidata.org/entity/Q959705","Q959705","-39.379167 -11.807778","-11.807778","-39.379167"
"5517","http://www.wikidata.org/entity/Q5398951","Pepeganga Margarita","http://www.wikidata.org/entity/Q1129181","Nueva Esparta Stadium","-63.865327 10.975993","10.975993","-63.865327"
"5518","http://www.wikidata.org/entity/Q5408501","Q5408501","http://www.wikidata.org/entity/Q1369627","Estadio San Carlos de Apoquindo","-70.500656 -33.395944","-33.395944","-70.500656"
"5519","http://www.wikidata.org/entity/Q5399091","Esporte Clube Corinthians","http://www.wikidata.org/entity/Q1370694","Estádio Eduardo José Farah","-51.415 -22.098611","-22.098611","-51.415"
"5520","http://www.wikidata.org/entity/Q5423350","Ezra F.C.","http://www.wikidata.org/entity/Q1382956","New Laos National Stadium","102.703889 18.061944","18.061944","102.703889"
"5521","http://www.wikidata.org/entity/Q5423718","F.C. Rusa Fuik","http://www.wikidata.org/entity/Q1500479","National Stadium","125.580611 -8.557944","-8.557944","125.580611"
"5522","http://www.wikidata.org/entity/Q5424984","FC Johansen","http://www.wikidata.org/entity/Q1503980","National Stadium","-13.249056 8.479556","8.479556","-13.249056"
"5523","http://www.wikidata.org/entity/Q5424893","FC Dinamo Kutaisi","http://www.wikidata.org/entity/Q1528840","Ramaz Shengelia Stadium","42.683086111 42.255141666","42.255141666","42.683086111"
"5524","http://www.wikidata.org/entity/Q5391372","Ässät (football)","http://www.wikidata.org/entity/Q1652779","Pori Stadium","21.774444 61.476667","61.476667","21.774444"
"5525","http://www.wikidata.org/entity/Q5423715","FC Porto de Macau","http://www.wikidata.org/entity/Q1674107","Estádio Campo Desportivo","113.553266 22.154523","22.154523","113.553266"
"5526","http://www.wikidata.org/entity/Q5384828","Erakor Golden Star","http://www.wikidata.org/entity/Q1784475","Korman Stadium","168.337 -17.7339","-17.7339","168.337"
"5527","http://www.wikidata.org/entity/Q5424907","FC Dynamo Kharkiv","http://www.wikidata.org/entity/Q2058895","Dynamo Stadium","36.239917 50.021889","50.021889","36.239917"
"5528","http://www.wikidata.org/entity/Q5398738","España F.C.","http://www.wikidata.org/entity/Q2412387","Estadio Jorge ""Mágico"" González","-89.215388888 13.698305555","13.698305555","-89.215388888"
"5529","http://www.wikidata.org/entity/Q5379722","Enrique Happ","http://www.wikidata.org/entity/Q2705722","Estadio Félix Capriles","-66.16183 -17.379303","-17.379303","-66.16183"
"5530","http://www.wikidata.org/entity/Q5424556","FBC Aurora","http://www.wikidata.org/entity/Q3033412","Estadio Mariano Melgar","-71.535024 -16.408803","-16.408803","-71.535024"
"5531","http://www.wikidata.org/entity/Q5424560","FBC Piérola","http://www.wikidata.org/entity/Q3033412","Estadio Mariano Melgar","-71.535024 -16.408803","-16.408803","-71.535024"
"5532","http://www.wikidata.org/entity/Q5354498","Elect-Sport FC","http://www.wikidata.org/entity/Q3041048","Stade Omnisports Idriss Mahamat Ouya","15.05507222 12.10005278","12.10005278","15.05507222"
"5533","http://www.wikidata.org/entity/Q5424884","FC Dinamo-Manas-SKIF Bishkek","http://www.wikidata.org/entity/Q3042016","Dynamo Stadion","74.60083333 42.83722222","42.83722222","74.60083333"
"5534","http://www.wikidata.org/entity/Q5423842","F. C. Itzaes","http://www.wikidata.org/entity/Q3058793","Estadio Carlos Iturralde","-89.593611 20.945833","20.945833","-89.593611"
"5535","http://www.wikidata.org/entity/Q5423703","FC Osaka","http://www.wikidata.org/entity/Q3070472","Yodoko Sakura Stadium","135.516572 34.615339","34.615339","135.516572"
"5536","http://www.wikidata.org/entity/Q5400867","Esteghlal Khuzestan F.C.","http://www.wikidata.org/entity/Q3445299","Takhti Stadium","48.665008 31.314397","31.314397","48.665008"
"5537","http://www.wikidata.org/entity/Q5424797","FC Abdish-Ata-91","http://www.wikidata.org/entity/Q3496278","Stadion Sportkompleks Abdysh-Ata","74.8681 42.8852","42.8852","74.8681"
"5538","http://www.wikidata.org/entity/Q5424801","FC Ak-Bura Osh","http://www.wikidata.org/entity/Q3505856","Suyumbayev Stadion","72.8048 40.5207","40.5207","72.8048"
"5539","http://www.wikidata.org/entity/Q5424931","FC Gasco","http://www.wikidata.org/entity/Q3545656","Banadir Stadium","45.35666667 2.04194444","2.04194444","45.35666667"
"5540","http://www.wikidata.org/entity/Q5423683","F.C. Cherven Bryag","http://www.wikidata.org/entity/Q3623321","Gradski Stadium","25.963056 43.848056","43.848056","25.963056"
"5541","http://www.wikidata.org/entity/Q5423698","Inter Youth Sector","http://www.wikidata.org/entity/Q3967753","Stadio Breda","9.219722 45.533889","45.533889","9.219722"
"5542","http://www.wikidata.org/entity/Q5425021","FC Krukan","http://www.wikidata.org/entity/Q4024495","Zinkensdamms IP","18.05 59.3156","59.3156","18.05"
"5543","http://www.wikidata.org/entity/Q5424857","FC Buffalo","http://www.wikidata.org/entity/Q4727834","All-High Stadium","-78.831007 42.943069","42.943069","-78.831007"
"5544","http://www.wikidata.org/entity/Q5424985","FC JAX Destroyers","http://www.wikidata.org/entity/Q5203497","D. B. Milne Field","-81.605682 30.356897","30.356897","-81.605682"
"5545","http://www.wikidata.org/entity/Q5425036","FC Leones","http://www.wikidata.org/entity/Q5400221","Estadio Francisco Montaner","-66.631785 18.002422","18.002422","-66.631785"
"5546","http://www.wikidata.org/entity/Q5401913","Estudiantes de Medicina","http://www.wikidata.org/entity/Q5400296","Estadio José Picasso Peratta","-75.7389661 -14.067981","-14.067981","-75.7389661"
"5547","http://www.wikidata.org/entity/Q5409213","Los Inseparables de Cutervo","http://www.wikidata.org/entity/Q5400302","Estadio Juan Maldonado Gamarra","-78.81463 -6.380946","-6.380946","-78.81463"
"5548","http://www.wikidata.org/entity/Q5421649","Garra de Tigre","http://www.wikidata.org/entity/Q5400377","Estadio Metropolitano de Techo","-74.135611 4.623545","4.623545","-74.135611"
"5549","http://www.wikidata.org/entity/Q5399214","Espírito Santo Futebol Clube","http://www.wikidata.org/entity/Q5402068","Estádio Kléber Andrade","-40.385278 -20.332778","-20.332778","-40.385278"
"5550","http://www.wikidata.org/entity/Q5419730","Club Atlético Excursionistas","http://www.wikidata.org/entity/Q5558581","Estadio de Excursionistas","-58.443 -34.5589","-34.5589","-58.443"
"5551","http://www.wikidata.org/entity/Q5408559","Juventud Puente Alto","http://www.wikidata.org/entity/Q5638927","Q5638927","-70.5722 -33.6062","-33.6062","-70.5722"
"5552","http://www.wikidata.org/entity/Q5424958","FC Haskovo","http://www.wikidata.org/entity/Q5679254","Haskovo Stadium","25.548889 41.927222","41.927222","25.548889"
"5553","http://www.wikidata.org/entity/Q5377344","Enfoque de Rancagua","http://www.wikidata.org/entity/Q5848193","Q5848193","-70.7483 -34.1556","-34.1556","-70.7483"
"5554","http://www.wikidata.org/entity/Q5424858","FC Buffalo","http://www.wikidata.org/entity/Q6149936","Jan Smuts Stadium","27.905 -33.007","-33.007","27.905"
"5555","http://www.wikidata.org/entity/Q5365153","Wolmido Sports Club","http://www.wikidata.org/entity/Q6410033","Kimchaek Municipal Stadium","129.196666666 40.683333333","40.683333333","129.196666666"
"5556","http://www.wikidata.org/entity/Q5423679","F.C. Cape Town","http://www.wikidata.org/entity/Q6954782","NNK Rugby Stadium","18.583025 -33.893841","-33.893841","18.583025"
"5557","http://www.wikidata.org/entity/Q5424816","FC Andorra Futsal","http://www.wikidata.org/entity/Q7209730","Poliesportiu d'Andorra","1.516638888 42.504833333","42.504833333","1.516638888"
"5558","http://www.wikidata.org/entity/Q5417826","Southend Manor F.C.","http://www.wikidata.org/entity/Q7569245","Southchurch Park","0.73547 51.5329","51.5329","0.73547"
"5559","http://www.wikidata.org/entity/Q5424437","Pegasus Athletic F.C.","http://www.wikidata.org/entity/Q7569548","Southend Stadium","0.71498611 51.54441111","51.54441111","0.71498611"
"5560","http://www.wikidata.org/entity/Q5380147","Entente FC","http://www.wikidata.org/entity/Q7596224","Stade de Dosso","3.21055 13.05585","13.05585","3.21055"
"5561","http://www.wikidata.org/entity/Q5424970","CS Hunedoara","http://www.wikidata.org/entity/Q7596412","Stadionul Michael Klein","22.9131 45.7614","45.7614","22.9131"
"5562","http://www.wikidata.org/entity/Q5424766","FCM Dorohoi","http://www.wikidata.org/entity/Q7596427","Stadionul Municipal","26.385 47.950225","47.950225","26.385"
"5563","http://www.wikidata.org/entity/Q5424763","CSM Avântul Reghin","http://www.wikidata.org/entity/Q7596429","Stadionul Municipal","24.71022222 46.78083333","46.78083333","24.71022222"
"5564","http://www.wikidata.org/entity/Q5425054","FC Maramure<U+0219>  Baia Mare","http://www.wikidata.org/entity/Q7596461","Stadionul Viorel Mateianu","23.5793 47.6645","47.6645","23.5793"
"5565","http://www.wikidata.org/entity/Q5423732","Suzuka Point Getters","http://www.wikidata.org/entity/Q7651176","Suzuka Sports Garden","136.515833 34.834444","34.834444","136.515833"
"5566","http://www.wikidata.org/entity/Q5361945","Elite SC","http://www.wikidata.org/entity/Q7667985","T.E. McField Sports Centre","-81.3767 19.2987","19.2987","-81.3767"
"5567","http://www.wikidata.org/entity/Q5399137","Esporte Clube São Luiz","http://www.wikidata.org/entity/Q9255144","Q9255144","-53.918953 -28.393003","-28.393003","-53.918953"
"5568","http://www.wikidata.org/entity/Q5399153","Esporte Clube de Patos","http://www.wikidata.org/entity/Q9255298","Q9255298","-37.283642 -7.016011","-7.016011","-37.283642"
"5569","http://www.wikidata.org/entity/Q5399107","Esporte Clube Mamoré","http://www.wikidata.org/entity/Q10276823","Q10276823","-46.50277778 -18.62638889","-18.62638889","-46.50277778"
"5570","http://www.wikidata.org/entity/Q5399125","Esporte Clube Propriá","http://www.wikidata.org/entity/Q10276853","Q10276853","-36.838333 -10.221111","-10.221111","-36.838333"
"5571","http://www.wikidata.org/entity/Q5400611","Estanciano Esporte Clube","http://www.wikidata.org/entity/Q10276982","Q10276982","-37.432425 -11.254939","-11.254939","-37.432425"
"5572","http://www.wikidata.org/entity/Q5399101","Esporte Clube Itaúna","http://www.wikidata.org/entity/Q10277230","José Flávio de Carvalho Municipal Stadium","-44.579722222 -20.084444444","-20.084444444","-44.579722222"
"5573","http://www.wikidata.org/entity/Q5399130","Esporte Clube Primavera","http://www.wikidata.org/entity/Q10277559","Estádio Ítalo Mário Limongi","-47.34692778 -23.15779722","-23.15779722","-47.34692778"
"5574","http://www.wikidata.org/entity/Q5423703","FC Osaka","http://www.wikidata.org/entity/Q11285390","Hattori Ryokuchi Athletics Field","135.484778 34.779194","34.779194","135.484778"
"5575","http://www.wikidata.org/entity/Q5424959","FC Helsingør","http://www.wikidata.org/entity/Q12316175","Helsingør Stadion","12.5968 56.0458","56.0458","12.5968"
"5576","http://www.wikidata.org/entity/Q5425044","FC Lootos Põlva","http://www.wikidata.org/entity/Q12369025","Lootospark","27.04962778 58.05178333","58.05178333","27.04962778"
"5577","http://www.wikidata.org/entity/Q5424871","AFC Chindia Târgovi<U+0219>te","http://www.wikidata.org/entity/Q13580789","Stadionul Eugen Popescu","25.462294 44.931558","44.931558","25.462294"
"5578","http://www.wikidata.org/entity/Q5423714","F.C. Porto B","http://www.wikidata.org/entity/Q15110461","Q15110461","-8.544874 41.066863","41.066863","-8.544874"
"5579","http://www.wikidata.org/entity/Q5424876","FC Cortaillod","http://www.wikidata.org/entity/Q15241163","La Rive","4.90515278 52.35970833","52.35970833","4.90515278"
"5580","http://www.wikidata.org/entity/Q5424975","FC Höllviken","http://www.wikidata.org/entity/Q16514785","Höllvikens IP","12.9797 55.4177","55.4177","12.9797"
"5581","http://www.wikidata.org/entity/Q5416027","Evansville Crush","http://www.wikidata.org/entity/Q16632342","Metro Sports Center","-87.48008 37.983535","37.983535","-87.48008"
"5582","http://www.wikidata.org/entity/Q5424886","FC Dinamo-Auto Tiraspol","http://www.wikidata.org/entity/Q16632636","Dinamo-Auto Stadium","29.55278 46.81194","46.81194","29.55278"
"5583","http://www.wikidata.org/entity/Q5399116","Esporte Clube Osasco","http://www.wikidata.org/entity/Q18476171","Q18476171","-46.776111111 -23.511111111","-23.511111111","-46.776111111"
"5584","http://www.wikidata.org/entity/Q5423724","F.C. Sozopol","http://www.wikidata.org/entity/Q20036684","Arena Sozopol","27.696944 42.413611","42.413611","27.696944"
"5585","http://www.wikidata.org/entity/Q5401800","Estrela dos Amadores","http://www.wikidata.org/entity/Q28039073","Estádio de Mangue","-23.7455 15.267347222","15.267347222","-23.7455"
"5586","http://www.wikidata.org/entity/Q5423737","F.C. Vitosha Bistritsa","http://www.wikidata.org/entity/Q39046436","Bistritsa Stadium","23.36341667 42.59125","42.59125","23.36341667"
"5587","http://www.wikidata.org/entity/Q5424941","FC Gornyak Kachkanar","http://www.wikidata.org/entity/Q110978904","Q110978904","59.461901 58.706687","58.706687","59.461901"
"5588","http://www.wikidata.org/entity/Q5136204","Club Deportivo Garcilaso","http://www.wikidata.org/entity/Q129115","Estadio Garcilaso","-71.966 -13.525","-13.525","-71.966"
"5589","http://www.wikidata.org/entity/Q5136224","Club Deportivo Universidad Cruceña","http://www.wikidata.org/entity/Q170688","Santa Cruz de la Sierra","-63.1975 -17.789166666","-17.789166666","-63.1975"
"5590","http://www.wikidata.org/entity/Q5136108","Club América Reserves","http://www.wikidata.org/entity/Q320454","Estadio Azteca","-99.150555555 19.303055555","19.303055555","-99.150555555"
"5591","http://www.wikidata.org/entity/Q5025837","Camdonia Chelsea SC","http://www.wikidata.org/entity/Q429540","Victoria Park","-0.038 51.537","51.537","-0.038"
"5592","http://www.wikidata.org/entity/Q5136196","Club Deportivo Audaz Octubrino","http://www.wikidata.org/entity/Q541523","Estadio 9 de Mayo","-79.962497 -3.254467","-3.254467","-79.962497"
"5593","http://www.wikidata.org/entity/Q5136198","Club Deportivo Atlético Audaz","http://www.wikidata.org/entity/Q541523","Estadio 9 de Mayo","-79.962497 -3.254467","-3.254467","-79.962497"
"5594","http://www.wikidata.org/entity/Q5054774","Cavalier FC","http://www.wikidata.org/entity/Q590296","Thomas Robinson Stadium","-77.358736 25.055569","25.055569","-77.358736"
"5595","http://www.wikidata.org/entity/Q5122933","Città di Potenza S.S.","http://www.wikidata.org/entity/Q613808","Stadio Alfredo Viviani","15.804317 40.634133","40.634133","15.804317"
"5596","http://www.wikidata.org/entity/Q5095715","Chicago Mustangs","http://www.wikidata.org/entity/Q654100","Now Arena","-88.209456 42.071694","42.071694","-88.209456"
